92,58
90,-22
39,12
59,1
-57,6
-15,-72
-10,35
-37,53
-95,43
-57,25
-82,34
29,55
-58,-92
-23,51
-7,14
53,-9
-85,60
79,-15
-77,-35
-97,28
-20,18
83,-76
-74,-65
27,7
-34,67
21,96
90,92
-92,-22
-70,-7
-89,-46
-76,-56
-51,38
74,86
-83,-79
82,-38
-96,22
71,42
34,40
24,-75
67,77
-89,-53
26,-100
-94,-65
79,-85
-14,97
65,-23
11,75
77,-62
88,-83
-13,-51
-42,-16
21,24
30,-23
-77,-5
-90,77
17,26
10,29
86,25
-81,55
-16,98
-14,-28
-71,-36
70,86
-68,-73
-28,70
-68,-97
3,48
-27,45
-31,24
69,-45
11,87
-52,-22
24,-34
-50,-51
70,-15
9,-82
87,87
61,21
-78,81
-40,32
42,-42
33,90
57,-11
11,69
-97,-88
45,-29
-69,60
81,38
5,-51
30,7
93,60
79,-56
-60,27
43,-63
-28,-24
-49,23
91,-78
16,83
-48,54
-58,42
-73,92
57,-39
82,-74
-22,69
-91,77
-32,1
-75,40
63,-93
97,-100
-89,-48
33,-86
38,59
16,24
52,-84
-87,-94
-96,87
40,-75
-37,99
58,40
-59,-99
-28,-39
63,16
89,-93
-16,-85
1,-77
-51,-8
94,55
99,58
13,45
-51,-93
-36,43
-14,86
-72,93
67,43
63,-34
15,-53
-61,-46
46,-10
96,52
0,36
-20,51
67,36
-49,-28
-46,-94
-33,78
-26,30
-79,-32
21,97
-22,3
-96,-88
82,87
2,-25
36,-99
94,-67
63,98
14,-94
74,-69
34,-60
-12,60
-34,69
52,-53
18,-69
-13,1
-16,-53
60,-32
68,98
91,8
30,-69
-14,-18
36,-65
94,67
70,-60
2,-42
60,31
-18,-62
41,-41
-57,-23
29,-71
-31,88
-5,26
-54,39
-14,53
70,-49
-17,-77
19,91
-68,-62
86,22
-44,-85
-22,18
3,98
-98,29
36,-22
2,32
-1,7
57,-6
-89,97
-96,-40
-66,-89
-10,-33
78,29
32,42
96,-35
-68,38
16,-19
-83,-59
-51,6
-77,-8
-57,96
85,79
-43,19
49,98
-60,91
85,26
25,65
15,-90
92,-100
40,-31
81,-97
-81,-5
-77,39
18,53
40,85
-3,97
99,37
-48,6
-21,84
-83,0
40,-98
-56,19
28,-24
95,62
-72,-54
-57,-85
82,-91
-66,7
97,-12
-12,17
68,-74
81,29
-9,-98
48,31
-11,-1
50,-81
98,12
27,56
-53,-18
-15,-84
46,-36
-70,62
-56,12
41,5
-92,74
9,4
50,6
-73,97
47,-37
-90,78
-57,25
14,94
-50,46
-27,-23
29,82
28,-7
41,99
92,84
-45,-98
-88,-69
67,-78
-30,-93
65,62
68,34
37,66
-19,-4
50,81
-31,-23
-14,15
-88,-73
-31,-49
-38,33
62,71
5,0
38,-60
6,-45
18,-85
56,-60
28,89
43,-24
68,4
-23,-49
-35,-32
85,46
-83,87
73,-14
-99,-80
-78,-18
-13,-15
-51,-71
-26,-43
-18,57
-35,20
-67,29
89,-34
-21,92
3,-39
-75,27
-17,-40
98,-2
26,17
-26,-67
8,6
28,23
46,92
91,-82
-31,64
91,43
51,-38
-27,30
63,42
1,-39
48,87
-61,31
34,-21
-35,-65
-81,-96
28,88
-87,78
3,-63
19,17
94,-71
86,15
-30,-64
-50,36
36,-100
-18,-82
23,-9
-62,84
31,80
-89,36
26,5
-45,39
-53,67
91,94
-40,-52
19,-28
-88,45
36,57
57,-27
-97,-95
70,-65
-55,79
-50,-2
-27,42
-100,24
32,4
10,-59
29,69
-71,22
42,52
7,74
-91,-86
1,66
-39,98
-20,17
77,6
-69,-59
90,74
100,18
-19,15
-54,13
72,20
50,-81
-10,11
66,14
-72,47
42,-32
92,-25
92,-93
57,-95
-29,-58
-14,-53
-39,36
-15,-83
-43,-84
-59,14
62,-64
-61,98
54,-73
26,50
-49,32
-50,27
-45,99
-84,73
33,14
-48,-70
38,46
90,90
-13,67
56,97
18,-38
-31,30
23,-16
-3,-87
-51,-29
65,-55
69,-20
-53,12
45,-50
81,67
-48,-57
-69,87
-1,50
-6,-22
-53,-10
-33,-30
-34,59
-66,27
-86,75
40,12
40,77
-18,19
-9,69
7,92
-16,28
12,7
72,-33
-89,-54
59,79
45,-77
63,97
26,-39
78,-87
41,-74
-90,41
-85,15
31,85
-1,-31
-11,45
65,28
52,53
93,99
-88,83
65,-28
14,93
-69,1
48,-25
-15,-38
34,60
39,21
65,39
-89,2
9,59
76,48
31,-31
95,39
-81,-25
48,-74
90,-3
1,72
57,59
90,57
-85,-55
42,-74
92,52
33,-27
-56,-56
-36,-74
76,81
-79,96
-33,14
-98,32
48,-58
-53,31
-95,-49
-22,41
-25,-24
-100,-88
-29,52
40,95
-90,58
51,26
3,-59
45,16
-95,53
-13,-91
-51,79
-34,-37
92,-55
-3,-63
-42,86
83,-67
-52,43
76,-58
11,42
55,-38
-45,65
85,-33
-12,-51
-24,-45
-17,91
58,59
32,-26
-19,67
-96,-26
-47,-74
-57,84
63,76
-45,96
94,-96
-72,-10
21,92
62,87
53,-24
-64,-7
17,-93
-31,-74
83,77
-55,40
-97,49
-73,55
-82,49
44,-82
-98,62
-47,-27
-41,-82
-95,92
-96,-77
73,-54
33,-11
-21,15
78,-98
-64,-74
-63,73
-79,-78
-81,74
5,19
-71,-64
-50,-94
38,-52
-86,-48
24,73
29,63
-77,-35
32,90
37,-90
-49,86
-89,35
-62,61
47,-85
89,-6
71,-17
-42,-83
-24,-27
34,69
-72,80
-13,-95
-19,32
65,-76
-61,-11
-42,-23
23,20
-31,-8
-93,72
33,-74
-15,55
72,-53
37,93
25,31
-12,-74
-42,-46
-94,44
-74,-57
81,20
78,29
51,35
79,95
95,-41
53,34
-91,46
64,-68
58,-96
-25,-13
-61,-33
14,43
36,-82
86,28
-83,-87
69,-16
-97,33
39,50
3,13
5,-55
91,-56
-89,36
-3,60
67,-92
-81,36
15,47
-49,58
-51,72
-56,54
83,60
-29,32
-45,-29
-22,33
-2,-31
-15,-92
-46,51
2,-48
-61,-55
93,95
80,-94
-16,6
91,-38
80,83
23,45
63,-9
86,-37
-84,0
-90,63
-27,-38
100,92
38,-30
-77,-57
-30,-56
44,11
-24,-21
-73,-1
-18,-68
-5,-93
-17,20
52,-90
-94,-24
-51,-49
46,94
64,40
-93,-82
-14,42
33,-91
-88,-18
62,34
10,20
52,30
26,66
3,98
14,-36
-38,-81
19,37
-85,6
0,-35
97,60
-66,92
-64,-26
3,-35
94,-85
-83,-48
-96,-91
-77,68
-25,26
0,17
80,-36
-62,-67
-44,-90
-87,5
88,52
78,61
40,-91
27,38
-26,-28
-34,-80
-18,45
-88,36
56,28
-43,-34
58,9
56,-19
-6,-45
37,-66
-44,-25
-81,24
-40,63
-99,17
-100,-80
49,-85
54,-85
4,91
-92,23
86,61
32,18
-12,60
33,-97
-14,100
55,59
87,7
-10,-29
14,-82
12,-55
96,-82
-47,50
-97,-28
